Method,BestDelay
ARXM1,3.0000002455838333
ARXM1,3.0000002455838333
ARXM1,3.0000002455838333
ARXM1,3.0000002455838333
ARXM1,6.999999970557006
ARXM1,3.000000071890108
ARXM1,3.000000071890108
ARXM1,3.999999975168972
ARXM1,3.999999975168972
ARXM1,6.999999970557006
ARXM1,2.9999998881886323
ARXM1,2.9999998881886323
ARXM1,6.999999965035974
ARXM1,4.9999998991517405
ARXM1,3.000000227287474
ARXM1,2.9999999743236616
ARXM1,0.0
ARXM1,0.0
ARXM1,0.0
ARXM1,1.9999999468939784
ARXM1,1.9999999468939784
ARXM1,4.999999739623903
ARXM1,4.999999739623903
ARXM1,6.999999965035974
ARXM1,2.9999998881886323
ARXM1,6.999999965035974
ARXM1,6.999999965035974
ARXM1,6.999999965035974
ARXM1,6.999999965035974
ARXM1,6.999999965035974
ARXM1,2.0000001602156146
ARXM1,6.999999960662153
ARXM1,6.999999960662153
ARXM1,6.999999960662153
ARXM1,6.999999963349971
ARXM1,6.999999963349971
ARXM1,2.9999999951020726
ARXM1,1.999999995007086
ARXM1,1.999999995007086
ARXM1,6.999999957451164
ARXM1,6.999999957451164
ARXM1,0.0
ARXM1,0.0
ARXM1,3.999999995019339
ARXM1,3.999999995019339
ARXM1,1.999999995007186
ARXM1,1.999999995007186
ARXM1,1.999999995007186
ARXM1,3.999999995019368
ARXM1,3.999999995019339
ARXM1,3.999999995019358
ARXM1,3.999999995019304
ARXM1,3.999999995019304
ARXM1,3.999999995019304
ARXM1,3.999999995019304
ARXM1,3.999999995019383
ARXM1,3.999999995019383
ARXM1,3.999999905191513
ARXM1,3.999999905191513
ARXM1,3.999999905191513
ARXM1,3.999999905191513
ARXM1,3.999999905191513
ARXM1,3.999999905191513
ARXM1,0.0
ARXM1,3.9999999950193255
ARXM1,3.9999999950193255
ARXM1,3.999999995019304
ARXM1,1.999999995007166
ARXM1,1.999999995007166
ARXM1,1.9999999950071896
ARXM1,1.9999999950071896
ARXM1,2.99999999501322
ARXM1,1.9999999950071896
ARXM1,1.9999999950071896
ARXM1,1.9999999950071896
ARXM1,1.9999999950071896
ARXM1,2.99999999501322
ARXM1,2.99999999501322
ARXM1,1.9999999950071896
ARXM1,1.9999999950071896
ARXM1,1.9999999950071896
ARXM1,1.9999999950071896
ARXM1,1.999999994829388
ARXM1,1.999999994829388
ARXM1,2.999999994746654
ARXM1,3.9999999946642126
ARXM1,4.999999995114389
ARXM1,4.999999995114389
ARXM1,4.999999995114389
ARXM1,4.999999995114389
ARXM1,2.9999999950132223
ARXM1,2.9999999950132223
ARXM1,3.999999995019328
ARXM1,2.9999999950132223
ARXM1,2.9999999950132223
ARXM1,0.0
ARXM1,4.999999995292241
ARXM1,4.999999995292241
ARXM1,4.999999995291951
ARXM1,3.0000001779124097
ARXM1,3.0000001779124097
ARXM1,2.999999995102008
ARXM1,2.999999995102008
ARXM1,4.99999999529248
ARXM1,4.99999999529248
ARXM1,4.99999999529248
ARXM1,4.99999999529248
ARXM1,4.999999995292054
ARXM1,4.999999995292054
ARXM1,4.999999995292054
ARXM1,4.999999995292054
ARXM1,2.9999999951020047
ARXM1,2.9999999951020047
ARXM1,2.9999999951020047
ARXM1,2.9999999951020047
ARXM1,3.999999995019095
ARXM1,4.999999995291959
ARXM1,4.999999995292265
ARXM1,4.999999995292265
ARXM1,4.999999995292265
ARXM1,4.999999995292265
ARXM1,4.999999995292265
ARXM1,4.999999995292265
ARXM1,0.0
ARXM1,1.9999999950071965
ARXM1,1.9999999950071965
ARXM1,5.9999999163499735
ARXM1,5.9999999163499735
ARXM1,3.99999999501926
ARXM1,3.99999999501926
ARXM1,2.000000158799597
ARXM1,2.999999892360053
ARXM1,1.0000000754801863
ARXM1,3.0000002304849382
ARXM1,2.0000001506422693
ARXM1,2.0000001506422693
ARXM1,2.9999998394985243
ARXM1,2.9999998394985243
ARXM1,4.000000116726448
ARXM1,4.000000116726448
ARXM1,1.0000000760296397
ARXM1,1.0000000760296397
ARXM1,1.0000000760296397
ARXM1,1.0000000760296397
ARXM1,0.0
ARXM1,2.9999999950132223
ARXM1,2.9999999950132223
ARXM1,4.999999995114389
ARXM1,4.999999995114389
ARXM1,4.999999995114389
ARXM1,4.999999995114389
ARXM1,2.9999999950132223
ARXM1,2.9999999950132223
ARXM1,3.999999995019383
ARXM1,3.999999995019383
ARXM1,4.999999995292145
ARXM1,3.999999995019383
ARXM1,2.999999995013253
ARXM1,4.999999995114389
ARXM1,4.999999995114389
ARXM1,2.9999999950132223
ARXM1,2.9999999950132223
ARXM1,3.999999994663514
ARXM1,3.999999994663514
ARXM1,3.999999994663514
ARXM1,2.999999994746792
ARXM1,3.999999995019328
ARXM1,3.999999995019328
ARXM1,3.999999995019328
ARXM1,3.999999995019328
ARXM1,2.9999999950132223
ARXM1,3.999999995019328
ARXM1,4.999999995114389
ARXM1,4.999999995114389
ARXM1,3.999999995019328
